name,team,goals,big_chances_missed,success_ful_dribbles,total_shots,goal_conversion_percentage,rating,league,tackles,interceptions,clearances,error_lead_to_goal,blocked_shots,bigChancesCreated,assists,accuratePasses,accuratePassesPercentage,keyPasses,saves,penalty_save,saved_shots_from_inside_the_box,runs_out
Cleriston,vila-nova,0,0,0,0,0.0,8.3,B/2019,0,0,3,0,0,0,0,15,38,0,8,0,5,0
Marcos Miranda,gremio-esportivo-brasil,0,0,0,0,0.0,7.9,B/2019,0,0,8,0,0,0,0,6,23,0,6,0,4,1
Alex Alves,red-bull-bragantino,0,0,0,0,0.0,7.8,B/2019,0,0,0,0,0,0,0,15,83,0,3,0,1,0
Claudinho,red-bull-bragantino,10,2,82,84,11.9,7.77,B/2019,64,28,10,0,0,11,11,1582,82,110,,,,
Michel Bastos,america-mineiro,0,0,2,1,0.0,7.5,B/2019,1,1,1,0,0,1,0,43,79,3,,,,
Dagoberto,londrina,2,0,6,10,20.0,7.46,B/2019,3,2,0,0,0,2,2,70,76,9,,,,
Osman,red-bull-bragantino,0,0,4,0,0.0,7.45,B/2019,2,4,9,0,0,2,2,60,70,5,,,,
Luan Polli,sport-recife,0,0,0,0,0.0,7.42,B/2019,0,0,15,0,1,0,0,112,61,0,27,0,18,0
Thiago Carleto,vitoria,3,0,7,19,15.79,7.42,B/2019,13,12,17,0,4,4,4,309,72,25,,,,
Paulinho,cuiaba,3,2,6,23,13.04,7.38,B/2019,54,35,57,0,9,5,7,761,74,54,,,,
Diego Renan,ponte-preta,1,0,18,16,6.25,7.36,B/2019,55,38,29,0,3,8,4,615,74,48,,,,
Guilherme Augusto,sport-recife,17,7,58,72,23.61,7.34,B/2019,58,24,10,0,0,12,6,1146,80,68,,,,
Ygor Vinhas,ponte-preta,0,0,0,0,0.0,7.34,B/2019,0,0,10,0,0,0,0,207,76,0,40,0,31,0
Marcinho,criciuma,0,0,0,0,0.0,7.3,B/2019,0,0,0,0,0,1,0,3,60,2,,,,
Fernando Timbó,parana-clube,0,0,0,0,0.0,7.3,B/2019,3,3,3,0,0,0,0,12,60,2,,,,
Rayne,red-bull-bragantino,0,0,0,0,0.0,7.3,B/2019,2,2,5,0,3,0,0,42,75,0,,,,
Vinicius Silvestre,crb,0,0,0,0,0.0,7.3,B/2019,1,0,21,0,0,0,0,147,50,0,59,0,24,1
Marlon,criciuma,1,0,22,27,3.7,7.27,B/2019,41,53,68,0,7,16,5,1034,72,88,,,,
Ronaldo,vitoria,0,0,0,0,0.0,7.27,B/2019,0,0,11,0,0,0,0,110,63,0,32,0,14,1
Thallyson,guarani,0,0,25,16,0.0,7.27,B/2019,35,33,48,0,5,5,2,699,79,31,,,,
Igor Maduro,ponte-preta,0,0,0,0,0.0,7.0,B/2019,1,2,0,0,2,0,0,20,95,0,,,,
Inácio,guarani,0,0,3,7,0.0,7.0,B/2019,9,5,15,0,4,0,0,132,67,5,,,,
Raul Prata,sport-recife,0,0,13,7,0.0,7.0,B/2019,37,26,34,0,3,3,0,336,72,17,,,,
Alan Mineiro,vila-nova,3,5,25,49,6.12,6.99,B/2019,9,7,5,0,0,6,4,615,76,66,,,,
Alex Muralha,coritiba,0,0,0,0,0.0,6.99,B/2019,0,0,33,0,0,0,0,421,66,0,63,1,30,0
Breno Lopes,figueirense,2,6,17,26,7.69,6.99,B/2019,10,5,2,0,0,1,1,200,86,8,,,,
Roger,ponte-preta,14,13,14,77,18.18,6.99,B/2019,15,2,23,0,4,5,3,446,72,34,,,,
Cléber Reis,oeste,3,0,19,13,23.08,6.99,B/2019,39,32,93,0,14,0,0,754,83,2,,,,
Rodrigo Viana,operario-ferroviario,0,0,0,0,0.0,6.99,B/2019,1,0,28,2,0,0,0,193,52,0,52,0,27,6
Bruno Silva,guarani,0,0,3,1,0.0,6.99,B/2019,5,6,42,0,8,0,0,379,94,2,,,,
Lucas Kal,america-mineiro,1,0,0,6,16.67,6.99,B/2019,11,14,52,0,4,0,0,618,83,3,,,,
Diogo Mateus,coritiba,0,0,9,5,0.0,6.98,B/2019,30,25,47,0,2,8,4,879,82,48,,,,
Mike,atletico-goianiense,12,11,57,66,18.18,6.98,B/2019,41,24,8,0,0,5,6,685,77,55,,,,
Giovanni,coritiba,2,0,33,43,4.65,6.97,B/2019,45,8,3,0,4,6,5,798,82,46,,,,
Darley,botafogo-sp,0,0,1,0,0.0,6.97,B/2019,1,2,43,0,0,0,0,506,61,0,98,2,41,3
Alemão,figueirense,0,0,9,19,0.0,6.97,B/2019,29,34,131,0,26,0,0,1125,84,9,,,,
Luiz Gustavo,guarani,1,0,10,9,11.11,6.97,B/2019,20,33,89,0,18,1,1,1055,83,5,,,,
Ramon,vitoria,0,0,6,12,0.0,6.97,B/2019,25,49,147,1,19,0,0,1171,86,4,,,,
Jonathan Bocão,vitoria,0,0,0,2,0.0,6.97,B/2019,7,7,2,0,1,0,0,39,65,1,,,,
Luiz Otávio,botafogo-sp,1,3,3,22,4.55,6.97,B/2019,35,35,171,0,19,1,1,878,76,4,,,,
Carlos Eduardo,gremio-esportivo-brasil,0,0,0,0,0.0,6.96,B/2019,3,3,38,0,0,0,0,383,47,2,108,2,64,9
Rafael Santos,vila-nova,0,0,2,0,0.0,6.96,B/2019,1,2,44,0,0,2,0,424,47,4,107,0,56,4
Wilson,coritiba,1,0,1,2,50.0,6.96,B/2019,0,1,12,0,0,0,0,157,67,0,24,0,13,4
Ricardo Ryller,red-bull-bragantino,3,0,9,13,23.08,6.96,B/2019,22,11,17,0,4,1,1,614,84,11,,,,
Jonas,cuiaba,0,0,2,3,0.0,6.96,B/2019,23,8,25,0,4,1,1,196,71,18,,,,
Didi,botafogo-sp,2,1,10,5,40.0,6.96,B/2019,20,33,53,0,13,0,0,1037,88,2,,,,
Fernando Neto,parana-clube,3,2,36,37,8.11,6.96,B/2019,60,35,44,0,7,1,0,758,78,22,,,,
Bruno Nascimento,parana-clube,3,3,76,54,5.56,6.96,B/2019,46,28,8,0,1,6,0,516,74,39,,,,
Reginaldo,ponte-preta,1,1,2,12,8.33,6.96,B/2019,25,35,91,0,8,0,0,731,83,0,,,,
Neto Moura,vila-nova,3,0,9,11,27.27,6.95,B/2019,16,21,9,0,2,1,0,333,87,7,,,,
Renan Fonseca,ponte-preta,1,1,3,16,6.25,6.95,B/2019,17,22,145,0,30,0,1,1493,84,4,,,,
Matheus Antonio,cuiaba,1,0,7,9,11.11,6.95,B/2019,3,2,0,0,0,1,0,43,72,8,,,,
Glauco Tadeu,oeste,0,0,0,0,0.0,6.95,B/2019,0,0,13,1,0,0,0,69,42,1,23,0,11,0
Edvan,vitoria,0,0,47,7,0.0,6.95,B/2019,35,36,34,0,7,4,0,526,76,20,,,,
Lucas Crispim,guarani,2,2,18,10,20.0,6.95,B/2019,21,7,4,0,3,0,0,414,82,16,,,,
Jorginho,atletico-goianiense,3,10,27,40,7.5,6.95,B/2019,34,11,18,0,3,8,3,658,77,41,,,,
Denis,figueirense,0,0,0,0,0.0,6.95,B/2019,0,0,9,0,0,0,0,236,56,0,34,0,14,0
Juninho,america-mineiro,5,10,37,44,11.36,6.94,B/2019,53,47,19,0,9,4,3,928,75,58,,,,
Lucas Rocha,atletico-goianiense,1,1,1,9,11.11,6.94,B/2019,12,27,110,1,14,1,0,733,81,5,,,,
Safira,londrina,6,1,15,24,25.0,6.94,B/2019,18,4,7,0,6,1,1,230,73,17,,,,
Romercio,coritiba,0,1,1,6,0.0,6.94,B/2019,9,18,87,0,18,0,0,639,85,0,,,,
Lucas Oliveira,atletico-goianiense,1,0,6,14,7.14,6.94,B/2019,21,35,94,0,15,0,0,847,76,8,,,,
Elivelton,vila-nova,0,2,0,3,0.0,6.94,B/2019,5,6,12,0,3,1,1,71,81,1,,,,
Héliton,figueirense,0,0,8,2,0.0,6.94,B/2019,4,8,20,0,1,0,0,129,81,2,,,,
Alisson Farias,crb,6,2,85,47,12.77,6.94,B/2019,17,5,3,0,0,8,7,855,80,62,,,,
Pedrinho,red-bull-bragantino,1,0,4,3,33.33,6.94,B/2019,12,7,7,0,2,1,0,224,87,6,,,,
Ferrugem,crb,4,0,13,21,19.05,6.94,B/2019,25,11,13,0,3,1,2,273,77,14,,,,
Rodolfo,parana-clube,1,1,3,9,11.11,6.94,B/2019,32,40,170,0,26,0,0,1359,81,8,,,,
Marcos Martins,sao-bento,2,0,12,11,18.18,6.93,B/2019,35,20,53,0,2,3,5,760,76,28,,,,
Guilherme Santos,parana-clube,2,0,39,14,14.29,6.93,B/2019,39,41,61,0,5,4,3,1278,81,42,,,,
Reginaldo,atletico-goianiense,1,0,11,5,20.0,6.93,B/2019,50,29,25,0,1,3,2,433,79,26,,,,
Renan Bressan,cuiaba,0,0,0,5,0.0,6.93,B/2019,3,0,2,0,0,2,0,74,85,7,,,,
Pará,botafogo-sp,0,0,59,15,0.0,6.93,B/2019,65,58,52,0,6,2,0,935,77,29,,,,
Leandro Almeida,parana-clube,1,2,2,14,7.14,6.93,B/2019,12,25,93,0,17,1,0,762,84,2,,,,
Gilvan,atletico-goianiense,2,3,1,25,8.0,6.93,B/2019,32,47,171,0,19,2,1,971,77,5,,,,
Thiago Ribeiro,red-bull-bragantino,5,1,9,20,25.0,6.93,B/2019,12,2,5,1,2,3,2,246,81,19,,,,
Matheus Vargas,ponte-preta,3,1,39,25,12.0,6.93,B/2019,16,10,4,0,0,1,1,270,75,23,,,,
Ruan Potó,vitoria,2,0,3,4,50.0,6.93,B/2019,8,0,0,0,1,1,0,106,78,10,,,,
Alisson,operario-ferroviario,1,1,2,11,9.09,6.93,B/2019,20,43,45,0,14,0,0,709,76,2,,,,
Ivan,ponte-preta,0,0,1,0,0.0,6.93,B/2019,3,0,33,2,0,0,0,388,63,1,72,1,37,7
Léo Ortiz,red-bull-bragantino,3,1,7,9,33.33,6.93,B/2019,39,52,103,0,10,2,0,1376,82,8,,,,
Matheus Bidu,guarani,0,0,10,5,0.0,6.93,B/2019,9,5,5,0,3,3,0,142,77,8,,,,
Giovanni,guarani,0,0,0,0,0.0,6.93,B/2019,1,1,6,0,0,0,0,93,48,0,25,0,10,1
Ricardo Luz,gremio-esportivo-brasil,0,0,10,4,0.0,6.92,B/2019,50,61,50,0,11,4,1,434,62,29,,,,
Fellipe Mateus,figueirense,4,5,31,44,9.09,6.92,B/2019,35,26,8,0,2,6,2,623,76,47,,,,
Guilherme Mattis,sao-bento,0,0,0,13,0.0,6.92,B/2019,9,19,76,0,18,0,0,498,78,3,,,,
Jefinho,cuiaba,3,2,3,25,12.0,6.92,B/2019,6,2,2,0,0,0,1,86,71,5,,,,
Rodrigo Fagundes,operario-ferroviario,1,2,6,14,7.14,6.92,B/2019,28,43,142,1,14,2,0,789,77,5,,,,
Leandro Silva,america-mineiro,2,0,16,21,9.52,6.92,B/2019,65,82,67,0,13,3,1,663,65,16,,,,
Fábio,oeste,15,9,20,68,22.06,6.92,B/2019,8,2,23,0,1,3,0,288,71,31,,,,
Carlos Eduardo,criciuma,0,0,9,2,0.0,6.92,B/2019,49,36,19,0,4,0,0,343,69,6,,,,
Igor Cariús,crb,1,0,13,22,4.55,6.92,B/2019,87,38,96,0,14,4,2,922,75,22,,,,
Diego Giaretta,guarani,0,0,4,10,0.0,6.91,B/2019,17,22,84,0,17,0,0,827,84,3,,,,
Nadson,botafogo-sp,3,3,64,42,7.14,6.91,B/2019,34,10,3,0,1,4,3,634,80,44,,,,
Pedrão,america-mineiro,1,0,3,4,25.0,6.91,B/2019,14,20,29,0,4,0,0,255,79,0,,,,
Charles,sport-recife,2,1,17,24,8.33,6.91,B/2019,103,42,70,0,14,2,1,1415,84,17,,,,
João Pedro,parana-clube,4,1,6,21,19.05,6.91,B/2019,14,11,3,0,0,5,1,553,77,46,,,,
Allan Vieira,operario-ferroviario,0,0,11,10,0.0,6.91,B/2019,26,40,34,0,4,4,2,449,68,18,,,,
Wesley,red-bull-bragantino,5,2,22,46,10.87,6.91,B/2019,47,18,8,0,4,5,2,653,80,34,,,,
Matheus Destro,figueirense,0,1,13,12,0.0,6.91,B/2019,24,18,16,0,1,0,0,338,78,10,,,,
Gerson Magrão,ponte-preta,0,0,28,12,0.0,6.91,B/2019,43,20,9,0,4,2,3,916,83,44,,,,
Ruan,figueirense,1,2,3,10,10.0,6.9,B/2019,40,42,132,0,16,0,0,1227,80,7,,,,
Doriva,sao-bento,3,0,1,20,15.0,6.9,B/2019,13,17,26,0,8,1,1,452,84,15,,,,
Lucas Mineiro,ponte-preta,1,0,12,8,12.5,6.9,B/2019,25,9,14,0,3,1,1,486,87,9,,,,
Victor Rangel,crb,1,1,1,5,20.0,6.9,B/2019,2,0,2,0,0,0,0,18,47,2,,,,
Léo,cuiaba,0,0,7,8,0.0,6.9,B/2019,14,12,33,0,4,1,1,263,73,11,,,,
Jean Candido,figueirense,0,1,0,2,0.0,6.9,B/2019,3,0,1,0,0,0,0,22,91,1,,,,
Edson Ratinho,sao-bento,0,0,0,0,0.0,6.9,B/2019,2,5,5,0,1,0,0,41,82,0,,,,
Luis Phelipe,red-bull-bragantino,0,0,2,1,0.0,6.9,B/2019,0,0,0,0,0,0,0,9,81,0,,,,
Pará,gremio-esportivo-brasil,0,0,0,0,0.0,6.9,B/2019,4,4,2,0,0,1,0,41,77,4,,,,
Dede,vitoria,0,0,2,2,0.0,6.9,B/2019,4,3,16,0,1,0,0,39,61,0,,,,
Israel,crb,0,0,8,1,0.0,6.9,B/2019,10,4,7,0,1,0,0,109,74,2,,,,
Maracás,oeste,0,0,7,1,0.0,6.9,B/2019,10,11,17,0,5,0,0,161,75,3,,,,
Zé Antônio,figueirense,0,0,4,18,0.0,6.9,B/2019,39,38,44,1,9,1,0,927,83,9,,,,
Norberto Neto,sport-recife,1,1,25,8,12.5,6.9,B/2019,66,27,60,0,9,3,1,826,80,27,,,,
Romário,vila-nova,0,1,11,3,0.0,6.89,B/2019,45,39,36,0,8,2,1,399,75,8,,,,
Alê,cuiaba,3,2,35,26,11.54,6.89,B/2019,67,27,18,0,4,2,3,985,82,45,,,,
Felipe Rodrigues,vila-nova,0,0,11,4,0.0,6.89,B/2019,29,12,24,0,5,0,0,279,76,10,,,,
Pio,red-bull-bragantino,1,0,3,14,7.14,6.89,B/2019,13,3,4,0,2,0,0,229,77,17,,,,
Pedro Raul,atletico-goianiense,8,10,26,67,11.94,6.89,B/2019,16,6,25,0,4,5,2,395,62,28,,,,
Adryelson,sport-recife,0,3,1,11,0.0,6.89,B/2019,20,26,147,0,22,0,0,979,82,3,,,,
Wellington Carvalho,crb,0,1,0,11,0.0,6.89,B/2019,26,28,117,0,40,1,1,764,82,5,,,,
Diego Jussani,vila-nova,2,5,6,26,7.69,6.89,B/2019,19,41,110,0,15,1,1,1086,81,16,,,,
Alan Costa,coritiba,0,0,1,4,0.0,6.89,B/2019,4,12,37,0,6,0,0,266,83,1,,,,
Eduardo Bauermann,parana-clube,0,1,6,6,0.0,6.89,B/2019,12,23,77,1,13,1,1,634,83,3,,,,
Guilherme Guedes,ponte-preta,0,0,6,2,0.0,6.88,B/2019,23,26,16,0,6,2,1,259,78,16,,,,
Simao Bertelli,operario-ferroviario,0,0,0,0,0.0,6.88,B/2019,0,0,11,0,0,0,0,142,47,1,35,0,19,1
Alemão,londrina,0,0,4,7,0.0,6.88,B/2019,44,32,22,0,0,3,1,486,75,20,,,,
Élton,sao-bento,1,0,2,2,50.0,6.88,B/2019,5,15,46,0,6,0,0,287,81,1,,,,
Felipe Mattioni,coritiba,0,0,3,2,0.0,6.88,B/2019,20,6,24,0,2,2,1,211,85,6,,,,
Morato,red-bull-bragantino,6,3,19,36,16.67,6.88,B/2019,15,5,4,0,3,6,3,438,80,28,,,,
Jenison,parana-clube,9,12,23,60,15.0,6.88,B/2019,14,7,26,0,8,4,5,413,66,36,,,,
Adilson Goiano,criciuma,0,0,1,2,0.0,6.88,B/2019,9,11,10,0,8,0,0,294,83,3,,,,
Neto Berola,america-mineiro,1,1,36,20,5.0,6.87,B/2019,12,3,0,0,0,6,3,130,68,21,,,,
Andrew,criciuma,2,4,18,12,16.67,6.87,B/2019,14,14,9,0,5,7,3,218,68,20,,,,
Naylhor,botafogo-sp,0,0,1,5,0.0,6.87,B/2019,12,7,23,1,4,0,0,376,86,1,,,,
Marcondes,londrina,0,1,3,4,0.0,6.87,B/2019,22,15,59,0,8,0,0,327,75,2,,,,
Fabricio,parana-clube,1,0,0,1,100.0,6.87,B/2019,4,5,23,0,7,0,0,73,70,0,,,,
Andrey,crb,0,0,0,0,0.0,6.87,B/2019,0,1,5,0,0,0,0,51,42,0,17,0,10,3
Rafael Marques,figueirense,5,6,13,30,16.67,6.86,B/2019,14,2,19,0,3,4,3,355,74,24,,,,
Michel Douglas,guarani,5,2,4,31,16.13,6.86,B/2019,14,5,12,0,2,1,2,168,62,10,,,,
Arthur Rezende,guarani,4,2,41,50,8.0,6.86,B/2019,62,16,18,0,7,4,2,1008,81,39,,,,
Anderson Leite,londrina,3,2,5,15,20.0,6.86,B/2019,40,15,20,0,2,0,0,514,82,6,,,,
Mazinho,oeste,2,1,19,38,5.26,6.86,B/2019,27,10,2,0,2,6,7,693,81,52,,,,
Kléver,guarani,0,0,0,0,0.0,6.86,B/2019,0,2,19,2,0,0,0,245,64,0,40,0,22,5
Toty,cuiaba,1,0,24,14,7.14,6.86,B/2019,31,34,41,0,3,3,0,609,72,26,,,,
Xandão,guarani,0,1,2,6,0.0,6.86,B/2019,5,17,30,2,11,0,0,214,80,2,,,,
Jory,america-mineiro,0,0,0,0,0.0,6.85,B/2019,0,2,17,1,0,0,0,182,57,0,32,0,14,2
César,londrina,0,0,0,0,0.0,6.85,B/2019,1,0,16,1,0,0,0,189,63,0,57,1,32,0
Leandro Camilo,gremio-esportivo-brasil,3,0,1,16,18.75,6.85,B/2019,15,27,117,0,15,0,0,664,76,5,,,,
Rafael Bilú,america-mineiro,1,3,25,10,10.0,6.85,B/2019,3,3,0,0,0,2,1,136,77,10,,,,
Helder,cuiaba,0,1,3,3,0.0,6.85,B/2019,4,6,25,0,5,0,0,168,80,0,,,,
Rondinelly,guarani,0,0,9,6,0.0,6.85,B/2019,4,5,7,0,1,0,0,147,78,13,,,,
Lucas Batatinha,operario-ferroviario,4,5,16,30,13.33,6.85,B/2019,22,3,14,0,2,3,3,293,72,29,,,,
Yan Santos,sport-recife,1,0,20,15,6.67,6.85,B/2019,13,5,2,0,0,4,2,195,74,15,,,,
Heverton,gremio-esportivo-brasil,0,0,2,2,0.0,6.85,B/2019,26,29,67,0,15,1,1,280,71,3,,,,
Matheus Sales,coritiba,0,0,23,9,0.0,6.85,B/2019,68,28,35,0,21,1,0,932,85,13,,,,
Bruno Paulo,gremio-esportivo-brasil,1,1,18,10,10.0,6.85,B/2019,12,1,1,0,0,4,1,108,73,13,,,,
Gérson,sao-bento,1,0,6,2,50.0,6.85,B/2019,17,20,36,0,10,0,0,383,81,1,,,,
Victor Guilherme,figueirense,2,0,17,17,11.76,6.84,B/2019,19,17,14,0,6,3,1,385,76,21,,,,
Rafael Longuine,ponte-preta,2,1,2,11,18.18,6.84,B/2019,1,5,2,0,0,1,0,117,77,7,,,,
Jean Patrick,cuiaba,5,2,18,43,11.63,6.84,B/2019,19,15,13,0,4,2,3,681,78,24,,,,
Fábio Bahia,sao-bento,3,2,6,19,15.79,6.84,B/2019,48,54,29,0,6,0,0,904,83,8,,,,
William Matheus,coritiba,2,5,17,17,11.76,6.84,B/2019,29,24,44,0,2,3,4,830,80,12,,,,
Pablo Oliveira,botafogo-sp,0,0,18,7,0.0,6.84,B/2019,55,23,6,0,8,1,1,715,88,13,,,,
Roberto César,oeste,2,3,54,21,9.52,6.84,B/2019,28,15,19,0,2,2,2,473,68,39,,,,
Joseph,vila-nova,0,0,7,10,0.0,6.84,B/2019,35,15,20,0,8,1,0,664,85,18,,,,
Wesley,criciuma,0,1,62,23,0.0,6.84,B/2019,41,17,8,0,4,2,1,1774,89,28,,,,
Vico,ponte-preta,3,1,9,21,14.29,6.84,B/2019,15,7,1,0,2,0,0,168,74,7,,,,
Paulo Gianezini,criciuma,0,0,2,0,0.0,6.84,B/2019,1,0,18,0,0,0,0,163,50,1,32,0,18,8
Anselmo Ramon,vitoria,7,8,22,36,19.44,6.84,B/2019,13,1,32,0,1,2,4,445,75,32,,,,
Pedro Carmona,sport-recife,2,1,5,9,22.22,6.83,B/2019,4,3,3,0,0,3,3,133,79,7,,,,
Alecsandro,sao-bento,1,0,0,6,16.67,6.83,B/2019,4,0,2,0,1,0,0,48,69,4,,,,
Patrick Marcelino,vila-nova,1,0,4,8,12.5,6.83,B/2019,15,21,40,0,5,0,0,365,75,3,,,,
João Henrique,cuiaba,0,0,0,1,0.0,6.83,B/2019,1,2,0,0,0,1,1,10,83,3,,,,
Walisson Maia,coritiba,0,0,0,3,0.0,6.83,B/2019,6,13,42,0,9,1,1,260,80,2,,,,
Philipe Maia,vila-nova,0,1,0,3,0.0,6.83,B/2019,5,2,12,0,4,0,0,140,89,1,,,,
Josiel,cuiaba,0,0,4,2,0.0,6.83,B/2019,2,3,2,0,0,0,0,36,69,1,,,,
Matheus Neris,londrina,0,0,9,4,0.0,6.83,B/2019,17,17,5,0,1,0,0,322,81,11,,,,
Jardel,operario-ferroviario,0,0,10,1,0.0,6.83,B/2019,47,26,15,0,5,1,1,913,86,12,,,,
Kanu,oeste,0,0,3,4,0.0,6.83,B/2019,12,21,62,0,5,0,0,352,79,3,,,,
Lucas,crb,2,1,4,10,20.0,6.83,B/2019,30,30,30,0,11,2,2,693,83,11,,,,
Deivid,guarani,0,1,5,9,0.0,6.83,B/2019,60,35,38,0,6,1,1,617,81,11,,,,
Zé Ricardo,america-mineiro,1,0,17,21,4.76,6.83,B/2019,58,54,36,0,10,0,0,1014,79,16,,,,
Rafinha,coritiba,2,7,32,23,8.7,6.83,B/2019,27,12,1,0,1,4,3,411,78,34,,,,
Rodrigo Rodrigues,atletico-goianiense,4,2,2,21,19.05,6.83,B/2019,6,1,8,0,3,1,0,107,76,7,,,,
Antônio Ferreira,guarani,0,0,2,6,0.0,6.83,B/2019,16,20,77,0,9,0,0,488,82,3,,,,
Ednei,cuiaba,1,3,9,20,5.0,6.82,B/2019,15,37,101,0,24,0,0,919,74,4,,,,
Rodolfo,cuiaba,3,2,11,38,7.89,6.82,B/2019,10,5,4,0,0,1,0,145,67,11,,,,
Damian Escudero,cuiaba,1,0,9,6,16.67,6.82,B/2019,6,1,1,0,1,3,1,162,83,20,,,,
Abner,ponte-preta,1,0,5,8,12.5,6.82,B/2019,17,7,19,0,0,2,2,256,82,10,,,,
Lidio,oeste,1,0,9,12,8.33,6.82,B/2019,47,29,61,0,9,0,0,520,79,6,,,,
Vinicius De Freitas,botafogo-sp,0,0,10,4,0.0,6.82,B/2019,7,7,14,0,3,1,0,201,75,11,,,,
Marquinhos,ponte-preta,2,2,37,28,7.14,6.82,B/2019,35,10,2,0,0,6,2,439,73,32,,,,
Léo Passos,londrina,5,2,13,24,20.83,6.82,B/2019,19,6,10,0,0,1,0,125,68,8,,,,
Luis Ricardo,figueirense,1,1,16,5,20.0,6.82,B/2019,8,26,29,0,2,0,0,353,77,11,,,,
Paulinho Boia,sao-bento,3,1,77,31,9.68,6.82,B/2019,38,23,3,0,0,3,1,437,80,27,,,,
Kauê,figueirense,0,0,5,4,0.0,6.81,B/2019,8,10,17,0,4,1,0,136,77,1,,,,
Éverton Sena,vitoria,4,1,2,14,28.57,6.81,B/2019,17,32,138,0,17,0,0,823,80,2,,,,
Élton,sport-recife,2,4,3,23,8.7,6.81,B/2019,3,0,4,0,2,4,3,169,73,20,,,,
Sousa,gremio-esportivo-brasil,0,0,3,2,0.0,6.81,B/2019,18,18,15,0,0,0,1,189,70,6,,,,
Ronaldo Henrique,sport-recife,0,0,3,1,0.0,6.81,B/2019,14,13,13,0,5,0,0,255,79,5,,,,
Uillian Correia,red-bull-bragantino,1,0,18,17,5.88,6.81,B/2019,39,25,15,0,2,0,0,1542,88,28,,,,
Augusto,londrina,1,0,4,6,16.67,6.81,B/2019,29,25,73,0,16,0,0,591,76,3,,,,
Moacir,atletico-goianiense,1,1,24,17,5.88,6.81,B/2019,58,30,22,0,7,3,2,933,86,24,,,,
Bruno Mezenga,vila-nova,4,2,1,15,26.67,6.81,B/2019,8,2,5,0,0,1,0,130,69,6,,,,
Diogo Oliveira,gremio-esportivo-brasil,2,2,49,35,5.71,6.81,B/2019,18,7,5,0,5,2,1,736,82,33,,,,
Anderson Conceição,cuiaba,2,2,2,12,16.67,6.8,B/2019,30,22,92,0,20,1,0,587,69,4,,,,
Ednei,gremio-esportivo-brasil,1,0,11,9,11.11,6.8,B/2019,32,49,52,0,11,1,2,579,70,27,,,,
Matheus Peixoto,red-bull-bragantino,6,8,6,24,25.0,6.8,B/2019,5,2,11,0,5,1,0,196,70,16,,,,
Alex Maranhão,ponte-preta,1,0,2,7,14.29,6.8,B/2019,3,0,3,0,0,1,1,83,83,6,,,,
Mansur,sao-bento,1,1,9,18,5.56,6.8,B/2019,46,46,57,0,14,1,1,580,77,13,,,,
Lucas Gaúcho,operario-ferroviario,1,0,1,5,20.0,6.8,B/2019,3,2,1,0,0,0,0,43,62,1,,,,
Danilo Baia,operario-ferroviario,0,0,3,1,0.0,6.8,B/2019,5,3,3,0,1,0,1,112,73,6,,,,
Marcos Serrato,crb,0,0,0,0,0.0,6.8,B/2019,1,0,0,0,1,0,0,17,94,1,,,,
Airton,oeste,0,0,0,1,0.0,6.8,B/2019,1,0,0,0,0,0,0,2,66,0,,,,
João Vitor,coritiba,0,0,4,1,0.0,6.8,B/2019,10,9,4,0,2,0,0,172,87,2,,,,
Bruno Bispo,vitoria,0,0,1,1,0.0,6.8,B/2019,6,5,26,0,2,0,0,167,83,2,,,,
Juliano,sao-bento,0,0,3,4,0.0,6.8,B/2019,7,4,9,0,2,0,0,170,80,4,,,,
Barreto,red-bull-bragantino,0,0,15,12,0.0,6.8,B/2019,39,16,14,0,3,1,0,1275,86,12,,,,
Anderson Oliveira,londrina,3,2,57,19,15.79,6.79,B/2019,13,11,4,0,1,3,3,460,80,28,,,,
Felipe Augusto,operario-ferroviario,8,6,32,56,14.29,6.79,B/2019,12,10,7,0,1,6,1,517,69,36,,,,
Ezequiel,sport-recife,0,2,31,20,0.0,6.79,B/2019,20,7,1,0,1,6,4,374,78,28,,,,
Thales,criciuma,1,3,4,10,10.0,6.79,B/2019,9,15,36,0,12,1,1,374,82,2,,,,
Felipe Garcia,vitoria,2,1,17,15,13.33,6.79,B/2019,29,4,3,0,0,5,2,246,77,16,,,,
Uilliam,operario-ferroviario,2,2,6,21,9.52,6.79,B/2019,13,6,7,0,0,1,0,165,67,6,,,,
Fabrício Oya,sao-bento,1,1,3,7,14.29,6.79,B/2019,3,1,0,0,1,0,2,136,78,11,,,,
Patrick Brey,coritiba,0,2,16,16,0.0,6.79,B/2019,29,16,19,0,3,2,1,345,73,16,,,,
Rômulo,londrina,0,0,1,7,0.0,6.79,B/2019,18,11,7,0,0,0,1,154,78,6,,,,
Rafael Lima,coritiba,0,0,3,3,0.0,6.79,B/2019,7,8,21,0,2,0,0,310,88,3,,,,
Betinho,oeste,0,0,15,8,0.0,6.79,B/2019,45,49,35,0,14,0,0,689,81,12,,,,
Rafael Chorão,operario-ferroviario,0,3,9,9,0.0,6.78,B/2019,4,3,2,0,0,1,0,327,80,21,,,,
Luiz Carlos,oeste,0,0,1,0,0.0,6.78,B/2019,1,0,26,1,0,0,0,177,44,0,56,1,31,1
Felipe Marques,cuiaba,5,3,65,55,9.09,6.78,B/2019,23,22,12,0,1,3,1,734,80,55,,,,
